PetType,Breed,Color,Size,WeightKg,Vaccinated,HealthCondition,TimeInShelterDays,AdoptionFee,PreviousOwner,target,AgeYears
Cat,Siamese,Orange,Small,17.509160105565208,0,0,15,174,1,0,5.67
Dog,Golden Retriever,Orange,Small,21.455334735629428,1,0,61,455,1,0,10.92
Cat,Persian,Gray,Medium,9.262484324020638,1,0,84,346,0,1,14.33
Cat,Siamese,Black,Small,12.270336421566329,1,0,56,237,0,0,3.0
Bird,Parakeet,Gray,Small,20.02919205045792,0,0,53,436,0,0,2.25
Bird,Parakeet,Gray,Small,24.367153630506607,1,0,39,361,1,1,1.58
Cat,Persian,Orange,Medium,9.430946920999288,1,0,54,275,1,1,11.67
Rabbit,Rabbit,Brown,Small,5.9375154116376425,1,1,52,124,1,0,14.33
Rabbit,Rabbit,Orange,Medium,10.473981653420704,0,1,9,173,1,0,1.83
Cat,Siamese,Brown,Small,7.592340061030796,0,1,23,333,0,0,0.33
Bird,Parakeet,Brown,Medium,5.856644225951232,1,1,64,285,1,0,10.58
Cat,Persian,Orange,Medium,22.93963584956098,0,0,84,79,0,0,8.58
Dog,Golden Retriever,Gray,Large,6.052109577070339,0,1,88,438,0,0,1.42
Cat,Persian,Gray,Medium,18.00732585886913,0,0,13,404,0,1,1.33
Rabbit,Rabbit,Gray,Small,12.814086094455073,1,1,73,175,0,0,12.92
Cat,Siamese,Gray,Large,19.156844957624354,1,0,63,233,1,0,7.25
Rabbit,Rabbit,White,Small,12.786137689061997,1,0,14,467,0,0,13.33
Cat,Persian,Gray,Medium,6.000945280241914,0,0,41,79,1,1,0.67
Rabbit,Rabbit,White,Medium,19.15353350362065,0,0,21,183,0,0,8.0
Rabbit,Rabbit,White,Small,3.700107538743312,1,1,9,24,0,0,5.17
Rabbit,Rabbit,White,Large,24.932211332913244,1,0,1,447,0,1,1.92
Cat,Siamese,Brown,Large,1.0367742305492171,1,1,17,385,0,0,11.42
Rabbit,Rabbit,White,Large,11.318000706808798,1,0,18,312,0,0,5.33
Bird,Parakeet,Orange,Small,24.26388725623984,1,0,41,306,1,1,0.67
Cat,Siamese,Brown,Small,16.093226672042107,0,1,75,262,0,0,13.08
Dog,Labrador,Black,Small,15.312766128094138,1,0,51,417,1,1,7.75
Cat,Siamese,White,Small,22.542107017505018,1,1,53,430,0,0,3.75
Dog,Labrador,White,Medium,18.9961485636803,1,1,51,410,0,1,12.42
Dog,Labrador,Brown,Small,18.347437498217328,0,0,84,168,0,0,13.58
Dog,Labrador,Black,Small,10.151050758850216,1,0,27,78,0,1,8.08
Cat,Persian,Brown,Small,12.24111413087132,1,0,33,204,0,0,14.58
Rabbit,Rabbit,Brown,Small,18.918132977949064,0,0,61,356,0,0,6.33
Cat,Siamese,White,Medium,2.1034261709926367,1,0,82,282,1,1,10.83
Cat,Persian,Gray,Small,9.327778188786166,1,1,67,331,0,0,5.33
Bird,Parakeet,Black,Medium,27.182049904042973,0,0,74,81,0,0,4.92
Dog,Poodle,Orange,Medium,8.278628983166051,0,0,58,439,0,0,9.17
Rabbit,Rabbit,Gray,Medium,5.310363251758665,0,0,35,404,1,0,10.17
Cat,Siamese,Brown,Medium,24.715864487093164,1,0,71,295,0,1,1.17
Cat,Siamese,White,Medium,22.41218703651465,0,0,10,484,0,0,7.0
Cat,Persian,Orange,Medium,19.727016160202947,1,1,75,88,0,0,10.25
Dog,Golden Retriever,White,Large,25.29832483346152,0,0,26,294,0,0,6.5
Cat,Siamese,Black,Large,25.392111959227236,1,0,21,394,0,0,8.33
Cat,Persian,Gray,Medium,3.6048417533425376,1,0,10,256,0,1,4.33
Rabbit,Rabbit,Black,Large,18.38139902693828,1,1,84,172,0,0,0.17
Rabbit,Rabbit,Orange,Large,11.938184961743062,0,0,89,466,1,0,6.33
Cat,Siamese,Orange,Medium,17.94527222111856,1,0,67,239,0,1,12.08
Bird,Parakeet,Brown,Small,11.48312734483255,1,0,32,152,0,0,11.92
Cat,Persian,Brown,Large,26.312076790446287,1,0,20,111,1,0,9.42
Cat,Siamese,Black,Medium,26.549118459626527,1,1,88,396,1,0,4.75
Rabbit,Rabbit,White,Large,15.919120597644644,1,0,52,0,0,0,4.33
Rabbit,Rabbit,Black,Large,12.379080927048918,0,0,89,494,1,1,7.08
Rabbit,Rabbit,Orange,Small,17.81322726559392,1,0,74,57,0,1,0.33
Dog,Poodle,Gray,Medium,15.478044318218467,1,1,15,309,0,0,8.0
Cat,Persian,White,Small,19.467822464246236,0,0,57,157,0,0,5.92
Rabbit,Rabbit,Brown,Small,25.317927003719,1,0,72,413,0,1,13.67
Cat,Siamese,Black,Medium,28.150971246408893,1,0,47,483,1,1,14.08
Rabbit,Rabbit,White,Medium,6.74798169183007,1,0,2,400,1,1,7.83
Rabbit,Rabbit,Brown,Large,29.21588741360921,1,0,85,398,0,0,6.58
Cat,Persian,Gray,Small,8.628049148628978,1,1,21,237,1,0,8.67
Rabbit,Rabbit,Brown,Large,5.744644204467654,1,0,36,55,0,0,14.83
Rabbit,Rabbit,White,Medium,20.25891946328884,0,1,45,148,0,0,5.33
Rabbit,Rabbit,Gray,Small,20.11200575187104,1,1,52,475,1,0,12.67
Cat,Persian,White,Large,24.97553042869984,0,1,65,449,0,0,13.0
Cat,Persian,Black,Large,22.6833149063796,0,0,26,396,0,0,14.42
Bird,Parakeet,Orange,Medium,10.024647396316269,1,0,55,430,1,1,9.0
Dog,Labrador,Orange,Large,29.207973554571478,1,0,3,247,0,1,9.67
Cat,Siamese,Orange,Small,21.77713646520491,0,0,58,277,1,0,13.5
Dog,Poodle,Brown,Large,16.39016050314212,1,0,42,203,0,0,4.75
Dog,Poodle,White,Small,28.7794501957538,1,0,9,288,1,0,7.0
Rabbit,Rabbit,White,Small,23.135920841154107,1,1,47,176,1,0,9.5
Rabbit,Rabbit,Black,Large,1.1148383473521395,0,0,38,198,1,0,14.92
Rabbit,Rabbit,Gray,Small,22.37484201168108,1,0,60,324,0,0,13.75
Bird,Parakeet,Brown,Small,27.87330106271923,1,0,7,81,0,0,4.0
Rabbit,Rabbit,Black,Medium,26.517957345512837,0,0,69,429,1,1,6.0
Dog,Poodle,White,Large,16.910394850642923,1,0,28,310,1,1,0.42
Bird,Parakeet,Gray,Medium,29.995628090105605,1,0,21,179,0,1,3.5
Rabbit,Rabbit,Brown,Large,4.64188097859466,1,0,40,445,0,0,12.5
Dog,Labrador,Brown,Medium,26.97368043885121,1,0,15,491,0,1,7.75
Rabbit,Rabbit,Black,Large,7.422075849824106,1,0,47,99,0,0,3.42
Bird,Parakeet,Brown,Small,10.90261279164483,1,0,70,440,1,0,14.08
Dog,Labrador,Black,Small,16.31397434703029,0,0,19,117,0,0,12.58
Dog,Golden Retriever,White,Medium,22.09932802753382,1,0,73,155,0,1,12.25
Rabbit,Rabbit,Brown,Small,25.78747793916738,1,0,48,438,0,1,14.0
Rabbit,Rabbit,Black,Medium,7.506706095256095,0,0,60,403,1,0,3.83
Bird,Parakeet,Gray,Small,13.886213686827354,0,0,79,408,1,0,1.83
Bird,Parakeet,Black,Small,15.474151085120589,1,0,10,120,0,0,11.58
Bird,Parakeet,Orange,Medium,25.938280711318868,1,0,62,145,0,1,4.58
Dog,Poodle,White,Large,24.58879991337571,1,0,79,36,0,0,2.83
Dog,Golden Retriever,Gray,Medium,16.287303067132676,1,0,38,200,1,1,11.92
Dog,Labrador,White,Medium,14.087270138151558,1,0,34,259,0,1,5.58
Bird,Parakeet,Brown,Medium,21.47372168589781,1,0,52,482,0,1,12.25
Bird,Parakeet,Brown,Large,22.70246416942997,1,0,24,496,0,0,8.33
Dog,Labrador,White,Medium,21.16249362190757,0,0,29,498,1,1,11.75
Rabbit,Rabbit,Gray,Large,2.86332896568372,0,1,50,342,0,0,11.25
Cat,Persian,Black,Small,12.854997500864004,0,0,10,91,0,0,5.58
Bird,Parakeet,Gray,Medium,8.534038068963651,1,0,32,366,1,1,7.58
Dog,Poodle,Brown,Large,16.31337602111018,1,0,78,492,1,0,5.75
Bird,Parakeet,White,Large,27.49918509581016,1,0,2,274,0,0,4.75
Dog,Golden Retriever,White,Small,29.39863545073097,1,0,48,355,1,0,11.92
Bird,Parakeet,White,Large,13.49729875903148,1,0,41,199,0,0,14.83
Cat,Persian,White,Small,8.770339753098588,0,0,82,364,0,0,6.58
Dog,Labrador,Orange,Small,19.047182480208,0,0,2,226,0,0,8.17
Bird,Parakeet,Brown,Small,23.010877112231103,1,0,27,493,0,0,0.25
Bird,Parakeet,Gray,Medium,3.927482767445178,0,0,18,450,0,0,4.25
Bird,Parakeet,Orange,Medium,7.440383458060706,1,0,87,321,0,1,11.92
Dog,Labrador,Orange,Large,23.676044813858056,1,0,12,433,0,1,7.33
Rabbit,Rabbit,Brown,Small,18.03308594604781,1,0,13,411,1,0,12.5
Rabbit,Rabbit,Black,Medium,15.01866485916712,1,0,82,196,0,1,7.75
Bird,Parakeet,White,Small,10.82374722222071,0,0,74,287,0,0,6.33
Dog,Golden Retriever,Gray,Large,20.48730799988448,0,0,81,212,0,0,12.42
Cat,Persian,Brown,Medium,8.664692830438893,1,0,27,282,0,1,3.92
Rabbit,Rabbit,White,Small,5.122084754339614,0,0,50,221,0,0,14.42
Rabbit,Rabbit,Gray,Small,4.82057018932696,0,0,17,306,0,0,4.17
Bird,Parakeet,Orange,Large,26.71184918069131,0,1,8,132,0,0,6.83
Dog,Golden Retriever,Brown,Small,16.08564362399268,1,0,86,466,0,0,12.08
Dog,Golden Retriever,Gray,Medium,24.553208031489795,1,0,61,488,0,1,0.5
Bird,Parakeet,Orange,Large,26.457572019480363,1,1,81,400,0,0,1.0
Cat,Persian,Black,Small,20.46542513404321,1,0,52,66,0,0,8.5
Dog,Labrador,Orange,Small,14.12987579355346,0,0,31,289,0,1,0.83
Bird,Parakeet,White,Small,9.213353430480357,0,0,52,216,0,0,10.92
Bird,Parakeet,Gray,Medium,22.856734950746723,1,0,79,354,1,1,11.92
Dog,Golden Retriever,White,Small,27.562113912823456,0,0,10,195,0,0,3.83
Rabbit,Rabbit,Gray,Medium,26.18580838488032,0,0,26,125,0,0,3.92
Cat,Siamese,Black,Large,29.49772141295059,1,1,58,149,0,1,6.08
Cat,Persian,Brown,Large,9.885565152496778,1,0,1,211,0,0,5.33
Dog,Labrador,Gray,Small,14.325565730539209,1,0,85,492,0,1,9.08
Bird,Parakeet,Brown,Small,16.662300335743677,0,0,41,56,0,0,9.08
Bird,Parakeet,Orange,Small,15.80980654896829,1,0,77,427,1,0,8.75
Dog,Golden Retriever,Black,Large,9.37634301984789,0,0,17,37,0,0,2.5
Bird,Parakeet,Gray,Large,21.46701248007256,1,1,50,199,0,0,14.75
Dog,Golden Retriever,Black,Small,8.401740595984219,1,1,66,175,0,0,10.5
Bird,Parakeet,Black,Medium,6.989497715188185,0,0,38,159,0,0,12.0
Rabbit,Rabbit,White,Medium,19.596705568449224,1,0,15,293,0,1,4.5
Dog,Labrador,White,Small,26.350898722979984,0,1,79,198,0,0,13.25
Bird,Parakeet,Gray,Large,13.956325199579313,1,0,42,11,0,1,10.67
Bird,Parakeet,Black,Small,9.643669582049476,0,0,34,426,0,0,12.33
Rabbit,Rabbit,Gray,Medium,12.055668630471423,0,0,61,95,0,0,13.67
Dog,Poodle,Brown,Large,21.004887094031485,1,0,29,242,0,0,8.75
Rabbit,Rabbit,White,Large,12.768550673807876,0,0,54,46,0,0,3.83
Cat,Persian,Gray,Medium,9.651794564037464,0,0,24,142,1,0,9.5
Cat,Persian,Brown,Medium,23.11348709549051,1,0,9,436,1,1,12.0
Bird,Parakeet,Brown,Large,5.096067242770163,0,0,69,86,0,0,11.75
Cat,Siamese,Orange,Small,25.879595095063465,1,0,36,338,1,0,9.58
Rabbit,Rabbit,White,Small,9.609974553773249,1,1,3,138,0,0,0.42
Cat,Siamese,Orange,Large,10.655741816771128,1,0,59,111,0,0,6.42
Bird,Parakeet,White,Small,14.90605787622926,1,0,42,268,1,0,4.58
Bird,Parakeet,Orange,Medium,18.049167421949623,1,0,10,5,0,1,2.92
Rabbit,Rabbit,Black,Medium,15.29399228195348,0,0,30,186,1,0,4.08
Bird,Parakeet,Black,Large,23.863586397402464,0,0,51,352,0,0,2.5
Bird,Parakeet,Brown,Medium,9.317656669003904,1,0,13,338,0,1,7.0
Cat,Persian,Black,Small,17.25156966077834,0,0,18,99,1,0,14.17
Rabbit,Rabbit,Brown,Small,25.23770905478344,1,0,14,313,0,0,11.17
Rabbit,Rabbit,White,Small,22.62627827675941,1,0,31,349,1,0,10.5
Dog,Golden Retriever,Orange,Medium,25.74209855547621,1,0,43,91,0,1,4.58
Rabbit,Rabbit,Brown,Small,24.43020287041422,1,0,3,342,0,0,4.0
Dog,Labrador,Brown,Medium,24.311936701215856,1,1,87,171,1,1,13.33
Bird,Parakeet,White,Medium,17.9150097170338,1,0,74,323,0,1,6.5
Cat,Persian,Brown,Large,17.22478252423404,1,0,82,289,0,0,10.17
Cat,Siamese,Black,Medium,17.380401664805373,0,0,54,482,0,0,2.08
Cat,Persian,Black,Medium,6.028485919977461,1,0,50,456,0,1,4.33
Dog,Golden Retriever,White,Small,10.416454693489657,0,0,3,19,1,0,3.67
Rabbit,Rabbit,Orange,Medium,27.34259255197937,1,0,86,271,0,1,14.75
Dog,Poodle,Black,Large,21.158474662427253,1,0,89,191,0,0,6.17
Dog,Labrador,Black,Medium,13.70263209415955,1,0,54,211,1,1,12.25
Cat,Siamese,Black,Medium,13.471605010546956,0,0,66,464,0,1,0.83
Rabbit,Rabbit,Black,Small,29.19030072876216,1,1,56,262,1,0,1.42
Dog,Golden Retriever,Black,Medium,18.623181201430636,1,0,42,414,0,1,0.25
Bird,Parakeet,Black,Small,14.9722998336293,1,0,48,468,0,0,12.58
Rabbit,Rabbit,Brown,Large,26.37201980333986,1,0,24,136,1,0,8.67
Dog,Poodle,Black,Medium,13.944282803467852,0,0,76,367,0,0,6.17
Dog,Poodle,Gray,Large,17.81519291015162,1,0,76,37,1,1,1.5
Bird,Parakeet,Orange,Medium,14.499664329296913,1,0,21,276,0,1,1.58
Bird,Parakeet,Gray,Small,11.253678585335976,1,0,47,273,1,0,3.75
Bird,Parakeet,White,Small,24.10898553800954,1,1,74,64,0,0,1.0
Bird,Parakeet,Orange,Small,2.811913079376805,1,0,52,153,0,1,0.33
Cat,Siamese,Black,Small,20.352623640363102,1,0,67,197,0,1,0.67
Rabbit,Rabbit,Orange,Medium,29.992496895484685,1,1,41,398,0,0,0.58
Cat,Persian,Black,Medium,23.7651982500396,1,0,36,94,0,1,4.58
Rabbit,Rabbit,Brown,Small,15.684166045143558,0,0,3,232,1,0,4.75
Dog,Labrador,Black,Large,19.03826647546044,1,0,59,462,1,1,6.75
Bird,Parakeet,Brown,Large,28.828231945804475,1,0,7,120,1,0,13.58
Rabbit,Rabbit,Orange,Medium,22.738383792502106,0,0,5,305,1,0,3.33
Bird,Parakeet,Black,Large,23.66892583522553,1,0,70,88,0,1,4.33
Rabbit,Rabbit,White,Small,4.623740416436524,0,0,8,47,1,0,9.58
Bird,Parakeet,Black,Medium,25.2600193439188,1,0,40,290,0,1,9.83
Dog,Poodle,Brown,Large,12.140661980650412,1,0,1,229,1,0,14.25
Dog,Labrador,Gray,Small,18.11495243584257,1,0,22,124,1,1,2.67
Cat,Persian,Brown,Small,20.79537911365786,1,1,61,267,0,0,2.42
Rabbit,Rabbit,Brown,Small,6.951382531528083,1,0,48,443,1,0,9.92
Cat,Persian,Gray,Medium,2.586711070175558,1,1,13,196,0,0,14.67
Cat,Persian,Brown,Large,17.281712960060606,1,1,4,481,1,0,11.0
Cat,Siamese,Black,Small,21.555178682278463,0,0,85,415,1,0,10.92
Bird,Parakeet,Orange,Medium,8.239116427906918,1,0,60,150,0,1,11.42
Cat,Persian,Orange,Medium,8.786642600332225,1,0,71,105,1,1,7.75
Bird,Parakeet,Orange,Medium,26.12639468406393,1,1,41,326,0,1,9.33
Dog,Golden Retriever,White,Medium,28.451358610571823,1,0,69,377,1,1,5.08
Cat,Persian,Black,Large,1.4356537174364226,1,0,3,459,0,1,0.33
Bird,Parakeet,White,Large,21.128097672398543,1,0,52,207,0,0,4.5
Rabbit,Rabbit,Brown,Small,8.045415488924274,0,0,44,214,0,0,7.08
Dog,Labrador,Orange,Medium,23.810920654113687,1,0,30,286,0,1,9.67
Cat,Persian,Brown,Medium,10.755417978684372,1,0,14,300,0,1,13.33
Cat,Persian,White,Medium,16.87478577403553,0,0,28,389,0,0,2.5
Rabbit,Rabbit,Brown,Small,7.169082017777919,1,0,76,312,1,0,2.33
Rabbit,Rabbit,Gray,Medium,26.62826827611022,0,0,78,237,0,0,3.92
Dog,Labrador,Orange,Large,2.740237585081342,0,0,24,426,1,0,6.75
Cat,Siamese,White,Medium,19.792918062594996,1,0,75,341,1,1,8.25
Cat,Persian,Black,Small,6.323359312291053,1,0,54,487,0,0,6.58
Rabbit,Rabbit,White,Large,18.05565589856779,1,1,60,211,0,0,14.83
Cat,Siamese,Gray,Medium,1.3918956268792946,1,1,62,336,1,0,10.17
Dog,Labrador,Brown,Small,7.062685734645118,1,0,44,135,0,1,0.42
Bird,Parakeet,White,Medium,20.342005401128272,1,0,18,404,1,1,13.25
Rabbit,Rabbit,Brown,Small,15.508638357425768,1,0,86,432,1,0,11.33
Rabbit,Rabbit,Orange,Medium,3.0098306745437124,1,1,83,134,1,0,4.83
Rabbit,Rabbit,Orange,Large,4.981797879106527,1,0,5,181,0,0,13.5
Rabbit,Rabbit,Black,Medium,23.59115642379709,1,0,65,98,1,1,5.83
Cat,Persian,Gray,Small,29.992795339442285,0,0,37,186,0,0,6.25
Bird,Parakeet,Brown,Large,24.082987598417617,0,0,16,429,0,0,11.42
Rabbit,Rabbit,Brown,Medium,27.610420191595107,0,0,33,251,0,0,6.75
Cat,Siamese,Brown,Large,17.234075943213163,0,0,11,297,0,0,5.5
Dog,Poodle,Brown,Medium,2.588824389782916,1,0,17,478,1,1,7.75
Dog,Golden Retriever,White,Small,23.20391776445031,1,0,5,161,0,1,0.33
Cat,Persian,Orange,Large,4.267532272408911,1,1,38,296,0,0,3.83
Dog,Poodle,Black,Large,1.1135090663263283,0,0,24,254,0,0,5.25
Rabbit,Rabbit,White,Small,17.45585303267366,1,0,15,468,1,0,12.42
Bird,Parakeet,White,Medium,20.615291963592387,0,0,5,374,1,0,13.42
Dog,Golden Retriever,Black,Medium,7.853939556518078,1,0,60,125,0,1,7.0
Rabbit,Rabbit,White,Large,24.204426803360768,1,0,42,122,0,0,14.17
Cat,Siamese,Gray,Small,29.371593422640185,1,0,26,497,0,0,6.08
Bird,Parakeet,Black,Large,21.73896652752409,0,0,73,264,0,0,2.92
Bird,Parakeet,Orange,Large,6.209714160059819,1,0,81,382,0,0,7.83
Rabbit,Rabbit,Brown,Medium,2.7789723600321725,1,0,64,57,1,1,13.42
Bird,Parakeet,Orange,Small,25.286075950207284,0,0,43,313,0,0,11.83
Cat,Siamese,Brown,Small,2.737829504311362,0,0,82,260,0,0,5.25
Bird,Parakeet,Orange,Medium,16.382302389490036,1,0,79,166,0,1,5.25
Cat,Siamese,Brown,Large,16.205133211863508,1,0,72,490,0,0,13.58
Cat,Persian,Gray,Large,23.350067152046783,1,0,34,338,0,1,0.75
Cat,Siamese,White,Medium,29.46198026744475,1,0,63,112,1,1,11.58
Rabbit,Rabbit,Black,Medium,26.74831502368858,1,1,17,14,0,0,6.92
Bird,Parakeet,Gray,Large,21.421091129646005,0,1,25,353,0,0,2.92
Bird,Parakeet,Gray,Medium,28.4853178789323,1,1,26,132,0,0,7.17
Dog,Poodle,Orange,Medium,2.557215279379898,1,0,9,138,0,1,7.5
Bird,Parakeet,Gray,Medium,8.896284160535892,1,0,17,201,0,1,7.83
Rabbit,Rabbit,Black,Small,26.025957347788783,1,1,17,409,1,0,7.83
Cat,Siamese,Gray,Medium,21.14999980051565,0,0,23,115,0,0,14.25
Cat,Siamese,Black,Medium,6.31875510968245,0,0,63,472,1,0,4.67
Bird,Parakeet,Orange,Large,5.176093493674841,1,0,22,497,0,0,9.42
Dog,Poodle,Gray,Medium,9.977219743879129,1,0,64,361,1,0,4.08
Dog,Labrador,Black,Small,26.735809031822143,0,0,68,304,0,0,2.0
Dog,Labrador,Gray,Small,26.34004602217654,1,0,37,268,0,1,3.58
Rabbit,Rabbit,Brown,Large,25.841757750522856,1,0,52,195,1,1,1.58
Cat,Siamese,Black,Large,8.09167284654468,1,0,78,286,0,0,13.5
Bird,Parakeet,White,Medium,7.9080736287928675,1,1,10,260,1,0,8.33
Cat,Siamese,Black,Medium,8.674835644964084,1,0,56,266,1,1,6.17
Cat,Persian,Orange,Small,6.116753343640159,1,0,36,341,0,1,0.67
Cat,Persian,Gray,Medium,8.312174719329363,1,0,5,409,0,1,12.5
Bird,Parakeet,Black,Medium,11.439780144592678,1,1,11,183,0,0,12.58
Cat,Siamese,Brown,Large,16.452566836214537,1,0,62,25,0,0,6.67
Cat,Persian,Gray,Large,18.015695450052945,1,0,8,323,0,0,6.83
Bird,Parakeet,Orange,Large,22.60109539552211,1,0,62,464,0,1,1.08
Dog,Labrador,Black,Small,3.635419612719802,1,0,80,72,0,1,13.17
Dog,Labrador,White,Large,27.17372133044564,0,0,27,11,0,0,13.92
Cat,Persian,Orange,Medium,24.156043044982336,1,1,63,392,0,0,13.17
Cat,Siamese,Gray,Small,5.945603418048551,1,0,26,175,1,0,5.5
Rabbit,Rabbit,Black,Medium,26.114672529738115,1,1,43,68,0,0,12.75
Cat,Persian,Brown,Large,27.788550806732808,1,0,29,247,0,0,9.08
Bird,Parakeet,Orange,Small,3.596085707108427,1,0,31,320,0,0,14.33
Dog,Poodle,Black,Large,6.82543822406662,1,0,50,86,1,1,1.75
Rabbit,Rabbit,Black,Medium,3.180858834121272,1,0,2,360,0,0,4.75
Cat,Persian,Brown,Large,1.629302762990707,1,0,79,128,1,0,14.92
Dog,Labrador,Brown,Medium,2.655748054786634,0,0,66,306,0,1,11.5
Dog,Labrador,Brown,Small,4.728807776838405,1,0,67,18,0,1,6.58
Cat,Siamese,Gray,Large,2.187594432334913,1,0,22,451,0,0,3.17
Dog,Labrador,Orange,Small,24.07781520411856,1,0,84,345,0,1,14.17
Bird,Parakeet,Orange,Large,16.71878502032501,0,0,7,88,0,0,10.83
Bird,Parakeet,Brown,Large,9.578858838874032,0,0,66,120,1,0,3.92
Bird,Parakeet,Gray,Medium,9.515339361036352,1,1,24,446,0,0,11.92
Cat,Persian,White,Medium,23.37552205561896,1,1,64,178,0,0,14.58
Rabbit,Rabbit,White,Large,4.464017634964288,0,0,45,27,0,0,11.67
Rabbit,Rabbit,White,Small,11.692384796114878,1,0,88,468,0,0,5.67
Bird,Parakeet,Brown,Small,19.53956870729827,1,0,55,347,0,0,2.83
Rabbit,Rabbit,Black,Medium,10.90856264073517,0,0,39,34,0,0,8.5
Bird,Parakeet,White,Medium,6.348620526943684,1,0,82,328,0,1,7.92
Cat,Siamese,Black,Medium,8.747792615051708,1,0,11,249,0,1,1.08
Rabbit,Rabbit,Brown,Medium,23.54264290838361,1,0,31,345,0,1,4.58
Rabbit,Rabbit,Black,Small,1.955488179120369,0,0,63,267,1,0,13.42
Cat,Persian,Orange,Medium,13.72136538891569,1,0,85,367,0,1,4.92
Rabbit,Rabbit,Gray,Large,28.89475892304553,0,0,12,398,0,0,7.08
Bird,Parakeet,Gray,Large,12.230135397900774,1,1,22,425,1,0,5.0
Dog,Golden Retriever,Gray,Large,25.52098466941009,0,0,39,176,0,0,4.0
Dog,Golden Retriever,Black,Medium,15.49081367820422,1,0,71,351,0,1,14.83
Cat,Persian,Black,Small,20.61769216127992,1,1,36,162,0,0,9.58
Cat,Siamese,Black,Large,25.72048210950445,1,0,65,490,0,0,9.08
Dog,Poodle,White,Medium,24.58134966255061,1,1,31,333,0,1,0.58
Bird,Parakeet,Brown,Small,21.85156385172384,1,0,88,262,0,0,14.75
Dog,Poodle,Brown,Medium,10.851085935908026,1,0,24,223,0,1,7.17
Bird,Parakeet,Orange,Medium,26.397113626915505,1,1,25,467,1,0,3.33
Rabbit,Rabbit,Gray,Medium,12.998254029829566,1,0,76,72,0,1,4.75
Bird,Parakeet,Brown,Small,18.13366037196972,1,0,52,213,0,1,0.17
Dog,Golden Retriever,Brown,Large,24.219254304234024,1,1,25,436,0,1,9.25
Rabbit,Rabbit,Black,Small,12.453410394622402,1,1,64,229,0,0,6.75
Rabbit,Rabbit,Black,Small,5.878121680572706,0,0,82,102,0,0,9.0
Cat,Persian,Orange,Medium,13.636296348455922,0,0,7,166,0,0,5.42
Dog,Poodle,Orange,Small,18.83764733372966,0,0,43,185,0,1,9.67
Cat,Persian,Black,Small,21.62670891660314,1,0,67,445,0,0,3.0
Rabbit,Rabbit,Brown,Large,4.583428134645709,1,0,33,360,0,0,11.75
Cat,Siamese,Brown,Medium,1.7509860372350694,1,0,69,301,0,1,4.83
Rabbit,Rabbit,White,Medium,19.299991095649418,1,1,2,36,0,0,4.5
Rabbit,Rabbit,Gray,Medium,29.507579944214395,1,0,52,67,1,1,8.0
Rabbit,Rabbit,White,Large,24.36264037561513,1,0,21,382,0,0,5.25
Dog,Golden Retriever,Orange,Small,11.18999003598515,0,0,15,241,0,0,6.92
Bird,Parakeet,Orange,Medium,15.41998458853866,1,0,61,419,0,1,1.75
Cat,Siamese,Brown,Small,27.27455306028653,1,0,12,264,1,0,11.0
Rabbit,Rabbit,Gray,Medium,1.2609610612144175,1,0,21,241,0,1,13.33
Dog,Poodle,Black,Medium,28.05925193891821,1,1,16,319,1,1,1.42
Dog,Golden Retriever,White,Large,21.386760058257764,1,0,52,143,0,0,14.75
Bird,Parakeet,Brown,Medium,5.626658743964284,0,0,68,80,0,0,13.92
Dog,Golden Retriever,White,Medium,2.446072718331187,1,0,61,87,0,1,0.08
Rabbit,Rabbit,Brown,Small,19.286124896366665,1,0,34,103,0,0,9.0
Rabbit,Rabbit,Black,Medium,19.078940208751675,1,0,12,287,1,1,5.83
Rabbit,Rabbit,Black,Medium,25.773483785064244,1,0,34,172,0,1,4.5
Bird,Parakeet,Gray,Medium,23.809250726004148,0,1,57,250,1,0,5.67
Rabbit,Rabbit,White,Small,2.0622612303657624,1,0,45,154,1,0,7.0
Rabbit,Rabbit,Gray,Small,3.954860865175032,1,0,33,242,1,0,7.0
Dog,Poodle,Gray,Small,25.173649179726365,1,0,38,6,0,1,0.92
Dog,Labrador,Orange,Large,27.86211889360381,1,0,29,0,0,1,4.33
Bird,Parakeet,Gray,Medium,26.358093106333676,1,0,68,67,0,1,6.25
Bird,Parakeet,Orange,Medium,14.766912686718172,1,1,31,42,0,0,10.42
Cat,Siamese,Brown,Large,29.095676803017923,1,0,44,383,0,0,3.58
Dog,Labrador,Gray,Medium,25.09225426924806,1,0,14,181,1,1,1.33
Cat,Siamese,Orange,Medium,1.9728302709525765,1,0,12,18,0,1,13.0
Dog,Poodle,Gray,Small,22.653457978812472,0,0,45,62,0,1,10.58
Rabbit,Rabbit,White,Medium,18.51978823683952,1,0,10,267,1,0,10.5
Dog,Poodle,White,Medium,27.43614560637767,1,0,6,188,0,1,4.25
Rabbit,Rabbit,White,Large,11.523108692858,1,0,56,82,1,0,2.67
Rabbit,Rabbit,Black,Medium,23.251096147953277,1,0,21,91,0,1,5.0
Rabbit,Rabbit,Brown,Medium,12.730240869105373,1,0,3,126,0,1,13.17
Bird,Parakeet,White,Medium,11.43389298807596,1,0,19,317,0,1,2.92
Bird,Parakeet,Gray,Large,29.07112410632871,0,0,58,351,1,0,1.0
Bird,Parakeet,White,Large,4.717368198673838,0,0,21,77,1,0,3.25
Rabbit,Rabbit,Orange,Medium,28.713544389979223,1,0,63,376,0,1,1.08
